,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,km_per_unit_fuel,engine_num,power_num,new_price_num,Brand,Model,price_log,kilometers_driven_log
4635,Kochi,2018,Diesel,Manual,First,5.0,7.59,21.19,1396.0,88.73,10.25,hyundai,i20,2.0268315914075385,10.538634788798085
4636,Mumbai,2009,Petrol,Manual,Second,5.0,1.99,15.0,1586.0,104.68,8.8,maruti,sx4,0.688134638736401,11.055229781258411
4637,Hyderabad,2016,Petrol,Manual,First,5.0,3.8,25.17,799.0,53.3,4.78,renault,kwid,1.33500106673234,10.126631103850338
4638,Bangalore,2013,Diesel,Manual,First,7.0,4.0,11.68,2498.0,112.0,11.67,mahindra,xylo,1.3862943611198906,12.190959007720126
4639,Bangalore,2013,Petrol,Manual,Second,5.0,2.95,21.1,814.0,55.2,4.26,hyundai,eon,1.0818051703517284,10.714639966286978
4640,Delhi,2013,Diesel,Manual,First,5.0,3.75,25.8,1498.0,98.6,8.54,honda,amaze,1.3217558399823195,11.22987266090211
4641,Kolkata,2010,Diesel,Manual,First,5.0,2.5,22.07,1199.0,73.9,10.15,volkswagen,polo,0.9162907318741551,11.408786425229083
4642,Pune,2011,Petrol,Manual,First,5.0,3.75,17.0,1497.0,118.0,13.58,honda,city,1.3217558399823195,11.532855535125615
4643,Pune,2015,Diesel,Automatic,First,7.0,22.0,12.55,2982.0,168.5,37.17,toyota,fortuner,3.091042453358316,10.491274217438248
4644,Kochi,2017,Petrol,Manual,First,5.0,6.14,18.0,1198.0,86.7,8.54,honda,amaze,1.814824742159051,10.534174051753467
4645,Pune,2015,Diesel,Automatic,First,5.0,16.0,20.58,1995.0,143.0,18.865,bmw,1,2.772588722239781,10.736418414365376
4646,Hyderabad,2014,Petrol,Automatic,First,5.0,3.75,23.1,998.0,67.04,5.87,maruti,celerio,1.3217558399823195,10.748475604511441
4647,Mumbai,2015,Diesel,Manual,First,8.0,11.75,12.99,2494.0,100.6,24.01,toyota,innova,2.463853240590168,10.778956289890028
4648,Pune,2013,Diesel,Automatic,Second,5.0,24.0,16.36,2179.0,187.7,69.675,jaguar,xf,3.1780538303479458,10.736396675471232
4649,Hyderabad,2017,Petrol,Manual,First,5.0,8.9,17.5,1199.0,88.7,10.83,honda,wrv,2.186051276738094,9.615805480084347
4650,Chennai,2012,Diesel,Automatic,Third,5.0,10.0,17.05,1995.0,184.0,48.18,bmw,x1,2.302585092994046,11.350406535472453
4651,Mumbai,2014,Petrol,Automatic,First,5.0,5.55,14.3,1598.0,103.5,14.22,skoda,rapid,1.713797927758343,10.373491181781864
4652,Kochi,2012,Petrol,Manual,First,5.0,3.59,16.09,1598.0,103.5,11.05,volkswagen,vento,1.2781522025001875,11.015641076770905
4653,Coimbatore,2019,Diesel,Manual,First,5.0,11.13,22.77,1498.0,98.59,11.685,ford,ecosport,2.4096441652874536,10.468460394372565
4654,Jaipur,2012,Diesel,Manual,First,7.0,7.2,15.1,2179.0,140.0,18.865,mahindra,xuv500,1.9740810260220096,11.608235644774552
4655,Mumbai,2014,Diesel,Manual,First,5.0,2.98,18.6,1388.0,67.0,7.650000000000001,ford,fiesta,1.091923300517313,11.018629143155449
4656,Pune,2010,Petrol,Manual,Second,5.0,1.7,17.92,1086.0,62.1,4.55,hyundai,santro,0.5306282510621704,11.225243392518447
4657,Delhi,2015,Diesel,Automatic,First,7.0,52.0,12.0,2987.0,224.0,67.87,mercedes-benz,gl-class,3.9512437185814275,10.915088464214607
4658,Pune,2003,Petrol,Manual,First,5.0,0.95,19.7,796.0,46.3,4.36,maruti,alto,-0.05129329438755058,11.155764688748388
4659,Mumbai,2016,Petrol,Manual,First,5.0,9.25,17.8,1497.0,117.3,13.58,honda,city,2.224623551524334,10.645424897265505
4660,Bangalore,2014,Diesel,Automatic,First,7.0,16.25,13.01,2199.0,194.3,120.0,hyundai,santa,2.7880929087757464,10.778956289890028
4661,Kolkata,2015,Diesel,Automatic,First,5.0,20.99,17.9,2143.0,136.0,41.94,mercedes-benz,gla,3.0440461338325417,10.46310334047155
4662,Chennai,2005,Diesel,Manual,Second,8.0,4.25,12.8,2494.0,102.0,24.01,toyota,innova,1.4469189829363254,11.759785542901755
4663,Bangalore,2008,Diesel,Automatic,Second,5.0,7.2,16.07,1995.0,181.0,54.43,bmw,3,1.9740810260220096,11.26446410567173
4664,Hyderabad,2011,Petrol,Manual,First,5.0,4.4,18.6,1197.0,85.8,7.88,maruti,swift,1.4816045409242156,10.879555488446144
4665,Pune,2011,Petrol,Manual,Second,5.0,4.25,15.04,1598.0,103.6,13.23,volkswagen,vento,1.4469189829363254,11.097410021008562
4666,Ahmedabad,2012,Petrol,Manual,First,7.0,5.35,16.02,1373.0,93.7,11.27,maruti,ertiga,1.6770965609079151,10.126631103850338
4667,Coimbatore,2016,Petrol,Automatic,Second,5.0,6.3,18.9,1197.0,82.0,7.45,hyundai,grand,1.840549633397487,10.495127893591839
4668,Delhi,2017,Diesel,Manual,First,5.0,12.5,19.67,1582.0,126.2,16.06,hyundai,creta,2.5257286443082556,10.691944912900398
4669,Ahmedabad,2008,Diesel,Automatic,Second,5.0,7.5,16.77,2967.0,241.38,67.1,audi,a6,2.0149030205422647,10.819778284410283
4670,Delhi,2016,Diesel,Manual,First,7.0,11.25,16.0,1997.0,140.0,18.865,mahindra,xuv500,2.4203681286504293,11.304387234795035
4671,Mumbai,2016,Petrol,Automatic,First,5.0,7.65,16.05,1499.0,110.4,11.685,ford,ecosport,2.0347056478384444,10.165851817003619
4672,Mumbai,2016,Diesel,Manual,First,5.0,4.5,24.4,1120.0,71.0,8.23,hyundai,xcent,1.5040773967762742,11.512925464970229
4673,Hyderabad,2014,Diesel,Automatic,First,5.0,7.5,21.21,1498.0,103.2,13.23,volkswagen,vento,2.0149030205422647,11.225243392518447
4674,Kochi,2004,Petrol,Automatic,First,5.0,7.1,13.0,2987.0,210.0,171.0,mercedes-benz,s-class,1.9600947840472698,11.694071330910461
4675,Mumbai,2010,Petrol,Manual,First,5.0,2.25,20.36,1197.0,78.9,10.25,hyundai,i10,0.8109302162163288,10.932749763069445
4676,Hyderabad,2015,Diesel,Automatic,First,5.0,27.0,17.11,1968.0,174.33,53.14,audi,a4,3.295836866004329,10.308952660644293
4677,Pune,2012,Diesel,Manual,Second,5.0,4.18,21.9,1396.0,88.76,10.25,hyundai,i20,1.430311246536665,10.81376021208472
4678,Chennai,2013,Diesel,Manual,First,5.0,6.5,23.5,1396.0,88.7,14.254999999999999,hyundai,verna,1.8718021769015913,11.27720313144916
4679,Delhi,2010,Petrol,Manual,First,5.0,3.15,17.0,1497.0,118.0,13.58,honda,city,1.1474024528375417,11.08367982819666
4680,Pune,2016,Diesel,Manual,First,7.0,7.64,25.47,1248.0,88.5,11.27,maruti,ertiga,2.033397603178429,10.899716371226633
4681,Hyderabad,2011,Petrol,Manual,First,5.0,2.4,19.7,796.0,46.3,4.36,maruti,alto,0.8754687373538999,10.261826111899026
4682,Mumbai,2016,Petrol,Automatic,First,5.0,4.25,20.51,998.0,67.0,5.51,maruti,wagon,1.4469189829363254,9.104979856318357
4683,Kochi,2016,Diesel,Automatic,First,5.0,9.31,19.08,1582.0,126.2,14.254999999999999,hyundai,verna,2.231089091288976,10.66606750781141
4684,Bangalore,2011,Petrol,Manual,First,5.0,2.39,19.7,796.0,46.3,4.36,maruti,alto,0.8712933659434193,11.06663836234181
4685,Kochi,2018,Petrol,Manual,Second,5.0,7.64,16.09,1598.0,103.5,11.48,volkswagen,vento,2.033397603178429,9.927594627879362
4686,Delhi,2016,Petrol,Manual,First,5.0,6.21,21.4,1197.0,83.1,8.8,maruti,baleno,1.8261608959453874,9.95227771670556
4687,Jaipur,2012,Diesel,Automatic,First,5.0,16.5,0.0,2179.0,115.0,120.0,land,rover,2.803360380906535,11.688583201081919
4688,Kochi,2011,Petrol,Automatic,First,5.0,8.22,13.7,1997.0,153.86,33.51,honda,cr-v,2.1065702090680887,10.93287479991082
4689,Coimbatore,2017,Diesel,Manual,First,7.0,28.85,14.24,2755.0,174.5,37.17,toyota,fortuner,3.3621099929541085,11.193656401558636
4690,Mumbai,2015,Petrol,Automatic,First,5.0,8.5,15.6,1497.0,116.3,13.58,honda,city,2.1400661634962708,10.373491181781864
4691,Bangalore,2014,Petrol,Automatic,Second,2.0,90.0,12.0,5461.0,421.0,198.3066666666667,mercedes-benz,slk-class,4.499809670330265,8.006367567650246
4692,Mumbai,2015,Petrol,Manual,First,5.0,6.51,17.4,1497.0,117.3,13.58,honda,city,1.873339456220478,9.249561085129464
4693,Mumbai,2013,Diesel,Manual,First,5.0,4.65,22.9,1248.0,74.0,7.88,maruti,swift,1.536867219599265,10.46310334047155
4694,Kochi,2013,Petrol,Automatic,First,5.0,8.4,14.53,1794.0,138.1,21.085,toyota,corolla,2.128231705849268,10.916923143796645
4695,Bangalore,2014,Diesel,Manual,First,5.0,5.75,23.59,1364.0,67.06,9.99,toyota,etios,1.749199854809259,10.958913943754638
4696,Jaipur,2006,Petrol,Manual,First,5.0,1.11,18.9,998.0,67.1,5.51,maruti,wagon,0.10436001532424286,11.608235644774552
4697,Kochi,2017,Petrol,Manual,First,5.0,3.93,15.7,1172.0,67.0,8.6,fiat,punto,1.3686394258811698,9.794843875419385
4698,Mumbai,2014,Petrol,Automatic,First,5.0,17.25,12.0,1991.0,184.0,86.97,mercedes-benz,e-class,2.847812143477369,11.184421397998193
4699,Delhi,2012,Diesel,Automatic,First,5.0,32.0,16.36,2179.0,187.7,69.675,jaguar,xf,3.4657359027997265,9.680344001221918
4700,Kochi,2011,Petrol,Manual,First,5.0,3.45,17.0,1197.0,80.0,10.25,hyundai,i20,1.2383742310432684,11.03521219265444
4701,Pune,2014,Diesel,Automatic,Second,5.0,23.0,12.39,2179.0,147.51,120.0,land,rover,3.1354942159291497,11.350406535472453
4702,Kochi,2018,Petrol,Manual,First,5.0,7.32,18.6,1197.0,81.86,9.45,hyundai,elite,1.9906103279732201,9.562615651570228
4703,Jaipur,2014,Petrol,Manual,First,5.0,4.4,18.0,1198.0,86.7,8.54,honda,amaze,1.4816045409242156,10.626436224332863
4704,Bangalore,2015,Diesel,Automatic,First,5.0,47.35,0.0,2987.0,165.0,37.17,mercedes-benz,m-class,3.8575668196320874,9.903487552536127
4705,Coimbatore,2016,Petrol,Manual,First,5.0,4.12,22.74,796.0,47.3,4.36,maruti,alto,1.415853163361435,9.800513076908299
4706,Chennai,2016,Diesel,Automatic,First,7.0,19.5,11.36,2755.0,171.5,26.95,toyota,innova,2.970414465569701,11.289781913656018
4707,Hyderabad,2016,Petrol,Automatic,First,5.0,6.2,18.9,1197.0,82.0,7.45,hyundai,grand,1.824549292051046,9.95227771670556
4708,Bangalore,2016,Diesel,Automatic,First,5.0,45.0,16.55,2993.0,258.0,69.59,bmw,x3,3.8066624897703196,10.799575577092764
4709,Hyderabad,1998,Petrol,Manual,Second,5.0,0.85,15.0,970.0,60.0,5.510000000000001,maruti,1000,-0.16251892949777494,11.55214617812351
4710,Chennai,2010,Petrol,Manual,Second,5.0,2.8,18.5,1197.0,80.0,10.25,hyundai,i20,1.0296194171811581,11.461632170582678
4711,Pune,2015,Petrol,Automatic,First,5.0,4.8,18.9,1197.0,82.0,7.45,hyundai,grand,1.5686159179138452,10.373491181781864
4712,Pune,2003,Petrol,Manual,Second,5.0,0.9,17.0,1086.0,62.1,4.55,hyundai,santro,-0.10536051565782628,11.289781913656018
4713,Hyderabad,2014,Diesel,Manual,First,5.0,5.65,25.01,1498.0,89.75,11.685,ford,fiesta,1.7316555451583497,11.71831229469518
4714,Ahmedabad,2011,Diesel,Manual,Second,5.0,14.5,15.0,2148.0,203.0,86.97,mercedes-benz,e-class,2.6741486494265287,11.26446410567173
4715,Ahmedabad,2015,Diesel,Manual,First,5.0,5.9,26.59,1248.0,74.0,7.88,maruti,swift,1.7749523509116738,11.141861783579396
4716,Pune,2015,Diesel,Manual,Second,5.0,5.0,23.59,1364.0,67.04,8.525,toyota,etios,1.6094379124341003,11.082142548877775
4717,Ahmedabad,2015,Petrol,Manual,First,5.0,4.9,19.1,1197.0,82.0,8.23,hyundai,xcent,1.589235205116581,10.043249494911286
4718,Ahmedabad,2009,Petrol,Manual,First,5.0,4.25,13.5,1799.0,130.0,21.313333333333336,honda,civic,1.4469189829363254,11.156250521031495
4719,Chennai,2014,Diesel,Manual,First,8.0,10.9,12.99,2494.0,100.6,24.01,toyota,innova,2.388762789235098,12.429216196844383
4720,Delhi,2012,Petrol,Manual,First,5.0,2.45,13.2,1495.0,94.0,10.403333333333334,hyundai,accent,0.8960880245566357,10.933106969717286
4721,Pune,2013,Petrol,Manual,First,5.0,2.5,22.74,796.0,47.3,4.36,maruti,alto,0.9162907318741551,10.308952660644293
4722,Kolkata,2010,Petrol,Automatic,First,2.0,29.5,8.1,5461.0,387.3,198.3066666666667,mercedes-benz,sl-class,3.3843902633457743,10.46310334047155
4723,Jaipur,2013,Diesel,Manual,Second,5.0,5.75,22.7,1498.0,89.84,11.685,ford,ecosport,1.749199854809259,11.432257561902773
4724,Pune,2018,Petrol,Manual,First,5.0,5.0,20.14,1197.0,81.86,6.71,hyundai,xcent,1.6094379124341003,10.596634733096073
4725,Kochi,2014,Petrol,Automatic,First,5.0,4.62,14.3,1598.0,103.6,14.22,skoda,rapid,1.5303947050936475,11.480898018131468
4726,Delhi,2016,Diesel,Automatic,First,5.0,23.5,15.73,1968.0,174.33,44.8,audi,q3,3.1570004211501135,10.645424897265505
4727,Kolkata,2013,Diesel,Manual,First,7.0,7.25,16.0,2179.0,140.0,18.865,mahindra,xuv500,1.9810014688665833,10.931069180548855
4728,Kochi,2019,Petrol,Manual,First,5.0,11.88,17.0,1591.0,121.3,13.6,hyundai,verna,2.474856313934499,9.42027709580311
4729,Chennai,2009,Petrol,Manual,Third,5.0,2.25,13.9,1599.0,103.2,14.254999999999999,hyundai,verna,0.8109302162163288,11.002099841204238
4730,Pune,2003,Petrol,Manual,Second,5.0,0.85,14.2,1597.0,92.0,8.8,ford,ikon,-0.16251892949777494,11.326595886778735
4731,Pune,2018,Petrol,Manual,First,5.0,4.0,19.69,1198.0,67.04,6.99,nissan,micra,1.3862943611198906,10.085809109330082
4732,Pune,2016,Petrol,Automatic,First,5.0,5.1,16.5,1198.0,86.8,6.62,honda,brio,1.62924053973028,10.37965961780224
4733,Hyderabad,2014,Diesel,Manual,First,7.0,12.5,12.99,2494.0,100.6,24.01,toyota,innova,2.5257286443082556,11.432225041048772
4734,Chennai,2011,Diesel,Manual,First,5.0,2.9,20.64,1498.0,108.5,14.32,volkswagen,vento,1.0647107369924282,11.706112775074489
4735,Coimbatore,2016,Diesel,Manual,First,7.0,15.96,16.0,2179.0,140.0,18.865,mahindra,xuv500,2.7700855920216627,11.101884842528879
4736,Mumbai,2015,Petrol,Automatic,First,5.0,5.45,16.9,1197.0,82.0,8.23,hyundai,xcent,1.6956156086751528,10.621327345686446
4737,Kochi,2017,Diesel,Manual,First,7.0,23.86,13.5,2198.0,157.7,35.29,ford,endeavour,3.17220341666977,10.563103802387129
4738,Kochi,2008,Petrol,Manual,First,5.0,1.75,18.0,995.0,62.0,5.510000000000001,chevrolet,spark,0.5596157879354227,10.686498288754322
4739,Hyderabad,2017,Diesel,Manual,First,7.0,9.75,24.52,1248.0,88.5,11.27,maruti,ertiga,2.277267285009756,9.764225485202621
4740,Bangalore,2013,Diesel,Manual,First,5.0,4.75,25.8,1498.0,98.6,8.54,honda,amaze,1.55814461804655,11.026955042202413
4741,Delhi,2014,Petrol,Manual,First,5.0,6.25,17.4,1497.0,117.3,13.58,honda,city,1.8325814637483102,11.002099841204238
4742,Bangalore,2014,Diesel,Automatic,Second,5.0,22.0,23.8,1998.0,112.0,42.12,mini,cooper,3.091042453358316,10.467806548742118
4743,Kochi,2016,Petrol,Automatic,First,5.0,14.14,14.53,1794.0,138.1,21.085,toyota,corolla,2.6490076604684267,10.636264016619267
4744,Kolkata,2005,Petrol,Manual,First,5.0,0.95,17.0,1086.0,62.1,4.55,hyundai,santro,-0.05129329438755058,10.714417768752456
4745,Delhi,2014,Petrol,Automatic,First,5.0,11.95,13.7,1798.0,157.75,33.36,skoda,superb,2.4807312783775197,11.082142548877775
4746,Delhi,2011,Petrol,Manual,First,5.0,2.5,18.9,998.0,67.1,5.51,maruti,wagon,0.9162907318741551,11.127262984158243
4747,Mumbai,2013,Petrol,Manual,First,5.0,2.75,19.81,1086.0,68.05,4.55,hyundai,i10,1.0116009116784799,10.799575577092764
4748,Coimbatore,2019,Petrol,Manual,First,5.0,5.85,23.84,1199.0,84.0,6.21,tata,tiago,1.766441661243765,9.723044230753946
4749,Ahmedabad,2016,Petrol,Manual,First,5.0,6.25,21.4,1197.0,83.1,8.8,maruti,baleno,1.8325814637483102,10.34061281337216
4750,Mumbai,2014,Petrol,Manual,First,5.0,4.95,15.04,1598.0,103.2,13.23,volkswagen,vento,1.599387576580599,10.93414214802101
4751,Pune,2017,Petrol,Manual,First,5.0,4.75,18.9,1197.0,81.86,7.45,hyundai,grand,1.55814461804655,9.639261556120688
4752,Delhi,2013,Diesel,Manual,First,5.0,2.55,20.0,1399.0,68.05,7.65,ford,figo,0.9360933591703348,10.896739325546411
4753,Pune,2011,Petrol,Automatic,Second,5.0,4.5,13.9,1799.0,130.3,21.313333333333336,honda,civic,1.5040773967762742,10.757902880692196
4754,Kochi,2015,Petrol,Manual,First,5.0,3.01,22.74,796.0,47.3,4.36,maruti,alto,1.1019400787607843,9.982853107916869
4755,Hyderabad,2016,Diesel,Automatic,First,5.0,42.0,15.68,1999.0,177.0,74.49,land,rover,3.7376696182833684,10.858998997563564
4756,Kolkata,2010,Diesel,Automatic,First,5.0,11.5,12.4,2698.0,179.5,67.1,audi,a6,2.4423470353692043,10.463389013948712
4757,Hyderabad,2006,Diesel,Automatic,First,5.0,10.99,11.0,2987.0,198.5,86.97,mercedes-benz,e-class,2.39698576841553,11.247161427819378
4758,Jaipur,2009,Petrol,Automatic,First,5.0,3.71,17.0,1497.0,118.0,13.58,honda,city,1.3110318766193438,11.396391648714276
4759,Jaipur,2006,Petrol,Automatic,Third,5.0,2.0,10.1,2354.0,152.0,33.51,honda,cr-v,0.6931471805599453,11.289781913656018
4760,Kochi,2018,Diesel,Manual,First,5.0,9.48,28.09,1248.0,88.5,11.11,maruti,ciaz,2.2491843162669305,10.571906494871117
4761,Jaipur,2004,Petrol,Manual,Second,5.0,1.25,18.9,998.0,67.1,5.51,maruti,wagon,0.22314355131420976,11.03488966402723
4762,Jaipur,2015,Diesel,Manual,First,5.0,10.9,19.67,1582.0,126.2,16.06,hyundai,creta,2.388762789235098,11.265053675431062
4763,Kolkata,2015,Diesel,Manual,First,5.0,5.5,28.09,1248.0,88.5,11.11,maruti,ciaz,1.7047480922384253,10.44581184336149
4764,Coimbatore,2016,Petrol,Manual,First,5.0,3.71,21.1,814.0,55.2,4.13,hyundai,eon,1.3110318766193438,11.076341137803194
4765,Mumbai,2014,Petrol,Manual,First,7.0,6.25,16.02,1373.0,93.7,11.27,maruti,ertiga,1.8325814637483102,11.144640527986347
4766,Chennai,2012,Diesel,Manual,First,5.0,4.9,20.54,1598.0,103.6,13.23,volkswagen,vento,1.589235205116581,10.915088464214607
4767,Mumbai,2005,Petrol,Manual,Second,5.0,1.1,12.8,1493.0,100.0,13.58,honda,city,0.09531017980432493,11.302204433654575
4768,Kochi,2016,Petrol,Manual,First,5.0,4.72,16.47,1198.0,73.9,10.15,volkswagen,polo,1.5518087995974639,10.511430812581505
4769,Kochi,2017,CNG,Manual,First,4.0,3.7,33.44,796.0,40.3,4.36,maruti,alto,1.308332819650179,10.098643067310169
4770,Mumbai,2016,Diesel,Automatic,First,5.0,24.85,17.9,2143.0,136.0,41.94,mercedes-benz,gla,3.2128577525426376,10.669466891745744
4771,Jaipur,2013,Diesel,Manual,First,7.0,12.25,14.66,2199.0,194.3,69.675,hyundai,santa,2.505525936990736,11.211820372186306
4772,Kolkata,2014,Diesel,Manual,First,5.0,3.9,22.9,1248.0,74.0,7.88,maruti,swift,1.3609765531356006,10.757902880692196
4773,Kochi,2017,Petrol,Manual,First,5.0,6.28,18.6,1197.0,81.86,8.03,hyundai,elite,1.8373699804801074,10.53102897599808
4774,Mumbai,2011,Diesel,Manual,First,8.0,2.75,14.0,2498.0,112.0,11.67,mahindra,xylo,1.0116009116784799,11.77528972943772
4775,Coimbatore,2017,Petrol,Manual,First,5.0,7.85,18.9,1197.0,82.0,7.45,hyundai,grand,2.060513531794317,10.360152617342683
4776,Mumbai,2011,Petrol,Manual,First,5.0,2.95,15.04,1598.0,103.6,13.23,volkswagen,vento,1.0818051703517284,11.097410021008562
4777,Mumbai,2008,Petrol,Automatic,Second,5.0,4.85,11.7,2354.0,177.6,35.879999999999995,honda,accord,1.5789787049493917,11.27720313144916
4778,Bangalore,2011,Diesel,Automatic,Second,5.0,30.0,13.5,2925.0,281.61,171.0,mercedes-benz,s-class,3.4011973816621555,10.760877176490123
4779,Bangalore,2016,Diesel,Automatic,First,5.0,19.9,15.0,2143.0,107.3,37.03,mercedes-benz,b,2.990719731730447,10.508076706114283
4780,Bangalore,2016,Diesel,Manual,First,5.0,10.8,20.5,1582.0,126.2,19.18,hyundai,creta,2.379546134130174,11.440354772135393
4781,Hyderabad,2007,Petrol,Manual,First,5.0,1.75,19.7,796.0,46.3,4.36,maruti,alto,0.5596157879354227,10.8627419838424
4782,Mumbai,2016,Diesel,Automatic,First,5.0,19.25,20.38,1968.0,143.0,42.89,audi,a3,2.9575110607337933,9.903637541287253
4783,Delhi,2013,Diesel,Manual,First,5.0,5.5,19.87,1461.0,83.8,15.05,renault,duster,1.7047480922384253,11.102156315270157
4784,Chennai,2009,Diesel,Manual,First,5.0,2.75,17.8,1399.0,68.0,7.650000000000001,ford,fiesta,1.0116009116784799,11.238488619268468
4785,Bangalore,2015,Diesel,Manual,First,5.0,13.0,19.67,1582.0,126.2,16.06,hyundai,creta,2.5649493574615367,10.275051108968611
4786,Mumbai,2011,Diesel,Manual,First,5.0,3.2,20.0,1399.0,68.0,7.65,ford,figo,1.1631508098056809,10.308952660644293
4787,Coimbatore,2013,Petrol,Manual,First,5.0,5.84,15.26,1598.0,103.5,10.15,volkswagen,polo,1.7647307968401356,10.942455988276723
4788,Hyderabad,2015,Diesel,Automatic,Second,5.0,24.0,16.8,1969.0,150.0,37.9,volvo,v40,3.1780538303479458,10.545341438708522
4789,Chennai,2012,Diesel,Automatic,First,5.0,6.25,19.08,1582.0,126.32,14.254999999999999,hyundai,verna,1.8325814637483102,10.621327345686446
4790,Hyderabad,2009,Diesel,Automatic,First,5.0,36.0,14.49,2993.0,258.0,158.0,bmw,7,3.58351893845611,10.87804719253426
4791,Chennai,2003,Diesel,Manual,Third,5.0,3.0,14.8,1998.0,68.0,25.80666666666667,mitsubishi,lancer,1.0986122886681098,11.736069016284437
4792,Chennai,2010,Diesel,Manual,First,7.0,11.0,11.5,2982.0,171.0,37.17,toyota,fortuner,2.3978952727983707,12.396693005138824
4793,Chennai,2015,Diesel,Manual,First,5.0,6.5,26.21,1248.0,88.5,11.11,maruti,ciaz,1.8718021769015913,11.407564949312402
4794,Hyderabad,2018,Diesel,Manual,First,5.0,9.4,24.3,1248.0,88.5,11.12,maruti,vitara,2.2407096892759584,9.305650551780507
4795,Kochi,2018,Diesel,Automatic,First,5.0,37.92,21.76,1995.0,190.0,58.67,bmw,3,3.6354786773868213,9.995884401802096
4796,Pune,2013,Petrol,Automatic,First,5.0,5.25,14.4,1598.0,103.6,13.23,volkswagen,vento,1.6582280766035324,10.621327345686446
4797,Chennai,2011,Petrol,Manual,First,5.0,4.5,17.0,1197.0,80.0,10.25,hyundai,i20,1.5040773967762742,10.757902880692196
4798,Chennai,2009,Diesel,Automatic,First,5.0,18.0,11.0,2993.0,235.0,67.87,bmw,x5,2.8903717578961645,11.608235644774552
4799,Coimbatore,2015,Petrol,Manual,First,5.0,5.56,19.1,1197.0,82.0,8.23,hyundai,xcent,1.715598108262491,10.735526731962691
4800,Bangalore,2013,Diesel,Automatic,First,5.0,22.0,14.21,2143.0,203.0,86.97,mercedes-benz,e-class,3.091042453358316,10.778956289890028
4801,Hyderabad,2011,Diesel,Automatic,First,5.0,22.0,12.39,2179.0,147.51,120.0,land,rover,3.091042453358316,11.127262984158243
4802,Mumbai,2011,Petrol,Manual,First,5.0,2.65,20.36,1197.0,78.9,9.674999999999999,hyundai,i10,0.9745596399981308,10.621327345686446
4803,Jaipur,2013,Diesel,Manual,Second,5.0,5.85,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,1.766441661243765,11.150131840023318
4804,Chennai,2012,Diesel,Manual,First,5.0,6.95,19.33,1968.0,138.1,33.36,volkswagen,jetta,1.9387416595767009,11.652687407345388
4805,Kolkata,2012,Diesel,Manual,First,7.0,6.5,15.1,2179.0,140.0,18.865,mahindra,xuv500,1.8718021769015913,10.771197098403393
4806,Jaipur,2004,Petrol,Manual,Third,8.0,0.85,19.7,796.0,35.0,4.36,maruti,omni,-0.16251892949777494,11.10682015197464
4807,Delhi,2013,Petrol,Automatic,Second,5.0,7.25,14.67,1798.0,177.46,32.54,skoda,superb,1.9810014688665833,11.289781913656018
4808,Pune,2012,Diesel,Manual,First,5.0,4.5,22.9,1248.0,74.0,7.88,maruti,swift,1.5040773967762742,11.460241730684785
4809,Mumbai,2010,Diesel,Manual,First,8.0,4.25,10.5,2179.0,120.0,11.67,mahindra,scorpio,1.4469189829363254,11.244745321014502
4810,Chennai,2016,Petrol,Automatic,First,5.0,26.0,13.7,1991.0,183.0,41.94,mercedes-benz,gla,3.258096538021482,10.239959789157341
4811,Coimbatore,2017,Diesel,Manual,First,6.0,9.66,16.55,2498.0,105.0,11.71,mahindra,thar,2.2679936482244267,10.261127031161688
4812,Bangalore,2013,Diesel,Manual,Second,5.0,6.85,19.01,1461.0,108.45,15.05,renault,duster,1.9242486522741338,10.722121353137489
4813,Coimbatore,2013,Diesel,Automatic,First,5.0,23.68,12.8,1968.0,167.6,44.79999999999999,audi,q5,3.164630810015805,11.291368154909891
4814,Delhi,2013,Diesel,Automatic,Second,5.0,15.75,12.39,2179.0,147.51,120.0,land,rover,2.7568403652716422,11.127262984158243
4815,Pune,2012,Diesel,Manual,Third,5.0,3.5,20.54,1598.0,103.6,13.23,volkswagen,vento,1.252762968495368,11.225243392518447
4816,Delhi,2006,Petrol,Automatic,Second,5.0,6.99,11.62,2979.0,306.0,67.87,bmw,5,1.944480556245719,10.778956289890028
4817,Coimbatore,2019,Diesel,Manual,First,5.0,15.57,22.7,1582.0,126.2,21.77,hyundai,elantra,2.745345985845907,10.642348742176754
4818,Coimbatore,2015,Diesel,Manual,First,7.0,5.29,15.3,2956.0,83.8,35.29,tata,sumo,1.665818245870208,11.349594441107186
4819,Kolkata,2016,Petrol,Manual,First,5.0,2.25,22.7,799.0,53.64,3.98,datsun,redi-go,0.8109302162163288,9.615805480084347
4820,Chennai,2009,Diesel,Automatic,First,5.0,20.0,11.7,2993.0,245.0,120.0,bmw,x5,2.995732273553991,11.608235644774552
4821,Mumbai,2011,Petrol,Automatic,First,4.0,47.5,7.94,4395.0,450.0,132.66666666666666,bmw,6,3.8607297110405954,8.68270762989381
4822,Chennai,2002,Petrol,Manual,Second,5.0,1.22,18.9,1061.0,47.0,4.36,maruti,alto,0.19885085874516517,11.548804061005127
4823,Chennai,2012,Petrol,Manual,First,5.0,3.65,16.47,1198.0,73.9,10.15,volkswagen,polo,1.2947271675944,11.07915347064653
4824,Pune,2016,Petrol,Manual,First,7.0,3.1,20.62,1198.0,67.0,6.095000000000001,datsun,go,1.1314021114911006,10.46310334047155
